,DEF,EN,FUNCTN,GEN_REF,GP,NB,NEW,end,start,type
Noreskal_1403371348693,Bare,,Other,SPEC,NO,Bare,NO,13891,13864,N
Noreskal_1403371351933,INDEF,,ATTR,SPEC,NO,SG,YES,13960,13954,N
Noreskal_1403371375253,Bare,NO,Other,SPEC,NO,SG,NO,13950,13948,PR
Noreskal_1403371381824,INDEF,,ATTR,SPEC,NO,SG,YES,14002,13988,N
Noreskal_1403371384322,Bare,,Other,SPEC,NO,Bare,NO,13986,13982,N
Noreskal_1403371387179,DEF_SPLE,,SUJ,SPEC,NO,Bare,YES,14031,14024,N
Noreskal_1403371391358,INDEF,,Other,SPEC,NO,SG,YES,14059,14045,N
Noreskal_1403371398031,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,14070,14069,PR
Noreskal_1403371425836,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,14134,14133,PR
Noreskal_1403371440081,Bare,,Other,GENE,NO,Bare,YES,14202,14194,N
Noreskal_1403371444690,Bare,NO,SUJ,SPEC,NO,SG,NO,14205,14203,PR
Noreskal_1403371509430,Bare,,Other,SPEC,YES,Bare,YES,14247,14237,N
Noreskal_1403371514021,INDEF,NO,Other,SPEC,NO,PL,NO,14250,14248,PR
Noreskal_1403371524879,INDEF,NO,SUJ,SPEC,NO,PL,NO,14410,14408,PR
Noreskal_1403371527075,INDEF,NO,SUJ,SPEC,NO,PL,NO,14421,14419,PR
Noreskal_1403371534032,INDEF,,Other,GENE,NO,PL,YES,14442,14434,N
Noreskal_1403371538118,Bare,NO,Other,SPEC,NO,SG,NO,14446,14444,PR
Noreskal_1403371549054,INDEF,,OBJ,GENE,NO,Bare,YES,14472,14459,N
Noreskal_1403371554619,Bare,,Other,GENE,NO,Bare,YES,14505,14501,N
Noreskal_1403371559830,Bare,NO,SUJ,SPEC,NO,SG,NO,14508,14506,PR
Noreskal_1403371566061,DEF_SPLE,,Other,SPEC,YES,Bare,NO,14529,14522,N
Noreskal_1403371569614,Bare,,ATTR,SPEC,NO,Bare,NO,14537,14533,N
Noreskal_1403371573495,Bare,NO,SUJ,SPEC,NO,SG,NO,14560,14558,PR
Noreskal_1403371583960,INDEF,NO,OBJ,GENE,NO,SG,YES,14582,14572,PR
Noreskal_1403371590358,Bare,,Other,GENE,NO,Bare,NO,14618,14611,N
Noreskal_1403371629158,Bare,NO,SUJ,SPEC,NO,SG,NO,14621,14619,PR
Noreskal_1403371638252,Bare,NO,SUJ,SPEC,NO,SG,NO,14631,14630,PR
Noreskal_1403371645546,DEF_SPLE,,SUJ,GENE,NO,Bare,NO,14745,14738,N
Noreskal_1403371651400,DEF_SPLE,,OBJ,SPEC,NO,PL,YES,14794,14780,N
Noreskal_1403371654705,Bare,,Other,GENE,NO,Bare,YES,14794,14788,N
Noreskal_1403371657490,Bare,,Other,GENE,NO,Bare,YES,14829,14823,N
Noreskal_1403371663211,Bare,,ATTR,SPEC,NO,Bare,YES,14864,14861,N
Noreskal_1403371667664,DEF_SPLE,,SUJ,GENE,NO,Bare,NO,14873,14866,N
Noreskal_1403371930502,INDEF,,ATTR,SPEC,NO,SG,YES,14986,14980,N
Noreskal_1403371935101,Bare,,Other,SPEC,NO,Bare,NO,15023,15008,N
Noreskal_1403371937938,Bare,,Other,SPEC,NO,Bare,NO,15051,15045,N
Noreskal_1403371984489,Bare,NO,Other,SPEC,NO,SG,YES,15074,15072,PR
Noreskal_1403371992002,DEF_SPLE,,SUJ,GENE,NO,PL,YES,15120,15104,N
Noreskal_1403371996477,Bare,,Other,SPEC,YES,Bare,NO,15134,15128,N
Noreskal_1403372024747,Bare,,Other,SPEC,NO,Bare,NO,15166,15156,N
Noreskal_1403372027464,Bare,,Other,GENE,YES,Bare,YES,15178,15172,N
Noreskal_1403372031258,Bare,,Other,SPEC,NO,Bare,NO,15218,15200,N
Noreskal_1403372035585,Bare,,Other,GENE,YES,Bare,YES,15218,15203,N
Noreskal_1403372075356,INDEF,,ATTR,SPEC,NO,SG,YES,15273,15259,N
Noreskal_1403372088199,Bare,,OBJ,GENE,NO,Bare,NO,15404,15399,N
Noreskal_1403372090957,Bare,,ATTR,GENE,NO,Bare,NO,15412,15408,N
Noreskal_1403372123540,Bare,,OBJ,GENE,NO,Bare,NO,15451,15445,N
Noreskal_1403372128584,INDEF,NO,SUJ,SPEC,NO,PL,NO,15455,15453,PR
Noreskal_1403372146076,Bare,,OBJ,SPEC,NO,Bare,YES,15487,15478,N
Noreskal_1403372154697,INDEF,NO,SUJ,GENE,NO,PL,YES,15532,15530,PR
Noreskal_1403372191763,INDEF,,Other,GENE,NO,SG,YES,15673,15662,N
Noreskal_1403372199627,DEF_SPLE,,TOPIC,SPEC,NO,Bare,NO,15883,15876,N
Noreskal_1403372203916,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,15885,15884,PR
Noreskal_1403372211879,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,16015,16014,PR
Noreskal_1403372216581,DEF_SPLE,NO,Other,SPEC,NO,SG,NO,16041,16035,PR
Noreskal_1403372222446,DEF_SPLE,,OBJ,SPEC,NO,Bare,YES,16033,16024,N
Noreskal_1403372282147,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,16064,16063,PR
Noreskal_1403372301139,DEF_SPLE,,SUJ,SPEC,NO,PL,YES,16096,16084,N
Noreskal_1403372303944,DEF_SPLE,,OBJ,SPEC,NO,SG,YES,16155,16146,N
Noreskal_1403372358930,Bare,NO,OBJ,SPEC,NO,UNK,YES,16224,16214,PR
Noreskal_1403372371353,DEF_SPLE,,OBJ,SPEC,NO,Bare,YES,16243,16237,N
Noreskal_1403372375884,INDEF,NO,OBJ,SPEC,NO,SG,YES,16251,16250,PR
Noreskal_1403372378322,INDEF,NO,OBJ,SPEC,NO,SG,NO,16257,16256,PR
Noreskal_1403372383138,INDEF,,OBJ,GENE,NO,SG,YES,16269,16258,N
Noreskal_1403372387739,INDEF,,Other,SPEC,YES,SG,YES,16346,16315,N
Noreskal_1403372399928,DEF_SPLE,,Other,GENE,NO,Bare,YES,16451,16444,N
Noreskal_1403372424363,INDEF,NO,SUJ,GENE,NO,PL,YES,16487,16485,PR
Noreskal_1403372431494,DEF_SPLE,NO,SUJ,SPEC,NO,PL,NO,16514,16512,PR
Noreskal_1403372434897,DEF_SPLE,NO,SUJ,SPEC,NO,PL,NO,16535,16533,PR
Noreskal_1403372438097,INDEF,NO,OBJ,GENE,NO,SG,YES,16528,16524,PR
Noreskal_1403372441879,INDEF,NO,OBJ,SPEC,NO,SG,YES,16551,16543,PR
Noreskal_1403372445454,DEF_SPLE,NO,Other,SPEC,YES,PL,NO,16558,16556,PR
Noreskal_1403372448604,DEF_SPLE,NO,SUJ,SPEC,NO,PL,NO,16565,16563,PR
Noreskal_1403372452326,DEF_SPLE,NO,Other,SPEC,NO,PL,NO,16598,16596,PR
Noreskal_1403372470505,DEF_SPLE,,TOPIC,GENE,NO,PL,YES,16502,16493,N
Noreskal_1403372486071,DEF_SPLE,,SUJ,GENE,NO,PL,YES,16757,16743,N
Noreskal_1403372495984,INDEF,,OBJ,SPEC,NO,SG,YES,16957,16948,N
Noreskal_1403372501613,Bare,NO,SUJ,SPEC,NO,SG,NO,16960,16958,PR
Noreskal_1403372510719,INDEF,NO,OBJ,SPEC,NO,SG,NO,17009,17008,PR
Noreskal_1403372521836,Bare,,Other,SPEC,NO,Bare,NO,17016,17010,N
Noreskal_1403372526063,Bare,,Other,SPEC,NO,Bare,NO,17045,17038,N
Noreskal_1403372531231,Bare,,OBJ,GENE,NO,Bare,YES,17120,17109,N
Noreskal_1403372536888,INDEF,NO,SUJ,GENE,NO,PL,YES,17198,17196,PR
Noreskal_1403372539240,INDEF,NO,OBJ,SPEC,NO,SG,NO,17211,17210,PR
Noreskal_1403372551536,INDEF,NO,Other,SPEC,NO,SG,YES,17308,17303,PR
Noreskal_1403372559116,DEF_SPLE,,Other,SPEC,YES,Bare,NO,17383,17377,N
Noreskal_1403372564587,INDEF,,OBJ,SPEC,NO,PL,YES,17401,17391,N
Noreskal_1403372570613,INDEF,,OBJ,SPEC,NO,PL,NO,17452,17442,N
Noreskal_1403372577614,Bare,,OBJ,GENE,NO,Bare,NO,17526,17516,N
Noreskal_1403372581322,Bare,,Other,SPEC,NO,Bare,NO,17552,17548,N
Noreskal_1403593318042,Bare,,Other,SPEC,NO,Bare,YES,355,342,N
Noreskal_1403593388117,Bare,,Other,SPEC,NO,Bare,NO,578,565,N
Noreskal_1403593680450,Bare,,OBJ,GENE,NO,PL,YES,1071,1062,N
Noreskal_1403596026152,Bare,,Other,SPEC,NO,Bare,NO,3822,3809,N
Noreskal_1403596230079,Bare,,OBJ,GENE,NO,PL,YES,4066,4057,N
Noreskal_1403597193979,Bare,,SUJ,SPEC,NO,PL,YES,5437,5383,N
Noreskal_1403597834562,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,5972,5971,PR
Noreskal_1403598116546,Bare,NO,SUJ,SPEC,NO,UNK,NO,6357,6355,PR
Noreskal_1403598475817,Bare,,Other,SPEC,NO,Bare,NO,6675,6671,N
Noreskal_1403599037232,Bare,,Other,SPEC,NO,Bare,NO,7719,7706,N
Noreskal_1403599147096,INDEF,NO,Other,GENE,YES,PL,YES,7784,7779,PR
Noreskal_1403600931528,Bare,,TOPIC,SPEC,NO,Bare,YES,9104,9099,N
Noreskal_1403601948346,INDEF,,Other,GENE,NO,PL,YES,10136,10129,N
Noreskal_1403602062717,Bare,NO,,GENE,NO,PL,YES,10275,10266,N
Noreskal_1403603869891,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,12657,12656,PR
Noreskal_1403603933941,Bare,,Other,SPEC,NO,Bare,NO,12694,12684,N
Noreskal_1403604067305,Bare,,Other,SPEC,NO,Bare,NO,12861,12855,N
Noreskal_1403604135208,Bare,,OBJ,GENE,NO,Bare,YES,13044,13040,N
Noreskal_1403604442226,Bare,,Other,SPEC,NO,Bare,NO,13246,13223,N
Noreskal_1403604669768,Bare,,SUJ,GENE,NO,Bare,NO,13607,13603,N
Noreskal_1403605172904,Bare,NO,Other,SPEC,NO,SG,NO,14280,14278,PR
Noreskal_1403606627098,Bare,NO,Other,SPEC,NO,SG,NO,16012,16003,PR
,,,,,,,,,,
Noreskal_1401904523226,Bare,,OBJ,SPEC,NO,Bare,YES,363,343,N
Noreskal_1401904530383,Bare,,OBJ,SPEC,YES,Bare,YES,391,365,N
Noreskal_1401904533347,Bare,,Other,GENE,YES,Bare,YES,391,384,N
Noreskal_1401904551036,DEF_SPLE,,Other,SPEC,YES,Bare,YES,646,639,N
Noreskal_1401904576515,Bare,,Other,GENE,NO,Bare,YES,1042,1035,N
Noreskal_1401904580172,Bare,,SUJ,GENE,NO,Bare,NO,1065,1058,N
Noreskal_1401904585554,INDEF,,ATTR,SPEC,NO,SG,YES,1102,1085,N
Noreskal_1401904593694,Bare,,OBJ,SPEC,NO,Bare,YES,1214,1194,N
Noreskal_1401904599976,Bare,,Other,GENE,YES,Bare,NO,1214,1207,N
Noreskal_1401904704093,DEF_SPLE,,ATTR,GENE,NO,PL,YES,1274,1268,N
Noreskal_1401904707957,Bare,NO,SUJ,SPEC,NO,PL,NO,1297,1295,PR
Noreskal_1401904712270,INDEF,,Other,SPEC,YES,SG,YES,1329,1303,N
Noreskal_1401904722562,Bare,,Other,SPEC,YES,Bare,YES,1330,1324,N
Noreskal_1401904725467,INDEF,,OBJ,SPEC,NO,SG,YES,1354,1343,N
Noreskal_1401904741991,INDEF,,SUJ,GENE,NO,PL,YES,1369,1359,N
Noreskal_1401904748723,Bare,,Other,SPEC,NO,Bare,YES,1383,1378,N
Noreskal_1401904755052,Bare,,OBJ,SPEC,NO,Bare,YES,1433,1414,N
Noreskal_1401904757227,INDEF,,Other,SPEC,YES,Bare,YES,1433,1425,N
Noreskal_1401904770604,INDEF,,Other,GENE,NO,PL,YES,1534,1523,N
Noreskal_1401904783056,Bare,,ATTR,GENE,NO,Bare,YES,1591,1571,N
Noreskal_1401904796992,INDEF,,Other,GENE,YES,PL,YES,1591,1579,N
Noreskal_1401904810245,INDEF,NO,SUJ,SPEC,NO,PL,YES,1662,1660,PR
Noreskal_1401904812554,Bare,,OBJ,SPEC,NO,Bare,YES,1683,1670,N
Noreskal_1401904817510,Bare,,Other,SPEC,NO,Bare,YES,1683,1678,N
Noreskal_1401904824472,Bare,,Other,SPEC,YES,Bare,YES,1759,1745,N
Noreskal_1401904831324,Bare,,Other,GENE,YES,Bare,YES,1759,1752,N
Noreskal_1401904834556,INDEF,,SUJ,SPEC,NO,Bare,NO,1795,1779,N
Noreskal_1401904845017,DEF_SPLE,,SUJ,GENE,NO,PL,YES,1827,1818,N
Noreskal_1401904853302,INDEF,NO,ATTR,SPEC,NO,SG,YES,1889,1881,PR
Noreskal_1401904854846,INDEF,NO,SUJ,SPEC,NO,PL,YES,1892,1890,PR
Noreskal_1401904868829,DEF_SPLE,,Other,SPEC,YES,SG,YES,1955,1943,N
Noreskal_1401904871624,Bare,,Other,GENE,NO,Bare,YES,1973,1968,N
Noreskal_1401904896807,Bare,,SUJ,SPEC,NO,Bare,YES,2061,2050,N
Noreskal_1401904915116,INDEF,,ATTR,GENE,NO,SG,YES,2130,2119,N
Noreskal_1401904929405,Bare,,Other,GENE,YES,Bare,YES,2242,2231,N
Noreskal_1401904933257,INDEF,,OBJ,SPEC,NO,SG,NO,2297,2296,N
Noreskal_1401904938737,INDEF,,OBJ,GENE,NO,SG,YES,2318,2308,N
Noreskal_1401904950888,INDEF,,OBJ,GENE,NO,SG,YES,2422,2410,N
Noreskal_1401904956015,Bare,,Other,GENE,YES,Bare,YES,2502,2487,N
Noreskal_1401904981723,Bare,,Other,SPEC,NO,Bare,NO,2904,2897,N
Noreskal_1401904983666,Bare,,Other,SPEC,NO,Bare,NO,2923,2908,N
Noreskal_1401904989508,DEF_SPLE,,SUJ,GENE,NO,Bare,YES,3000,2993,N
Noreskal_1401904993201,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,3013,3012,PR
Noreskal_1401904996507,DEF_SPLE,,Other,GENE,NO,Bare,NO,3026,3015,N
Noreskal_1401905000797,INDEF,,Other,SPEC,YES,Bare,YES,3040,3031,N
Noreskal_1401905005050,INDEF,,Other,SPEC,NO,PL,YES,3055,3041,N
Noreskal_1401905008731,DEF_DEM,NO,SUJ,SPEC,NO,SG,YES,3068,3066,PR
Noreskal_1401905010942,Bare,,Other,GENE,YES,Bare,YES,3087,3082,N
Noreskal_1401905020868,Bare,,Other,GENE,YES,Bare,NO,3147,3142,N
Noreskal_1401905022523,DEF_SPLE,,SUJ,GENE,NO,Bare,NO,3156,3149,N
Noreskal_1401905026336,Bare,,SUJ,GENE,NO,Bare,NO,3122,3117,N
Noreskal_1401905029981,Bare,,OBJ,GENE,NO,Bare,YES,3197,3190,N
Noreskal_1401905031840,Bare,,OBJ,GENE,NO,Bare,NO,3210,3203,N
Noreskal_1401905035644,Bare,,OBJ,GENE,NO,Bare,YES,3251,3246,N
Noreskal_1401905040309,Bare,,OBJ,SPEC,NO,Bare,NO,3296,3287,N
Noreskal_1401905045728,Bare,,OBJ,SPEC,NO,Bare,YES,3369,3364,N
Noreskal_1401905052034,Bare,,Other,SPEC,YES,Bare,YES,3415,3397,N
Noreskal_1401905060648,Bare,,OBJ,SPEC,NO,Bare,NO,3434,3429,N
Noreskal_1401905069021,DEF_SPLE,,Other,SPEC,YES,PL,YES,3473,3463,N
Noreskal_1401905071584,Bare,,Other,SPEC,NO,Bare,NO,3484,3475,N
Noreskal_1401905077584,Bare,,OBJ,SPEC,NO,Bare,NO,3506,3497,N
Noreskal_1401905080999,Bare,,Other,SPEC,YES,Bare,NO,3522,3513,N
Noreskal_1401905083002,DEF_SPLE,,SUJ,GENE,NO,Bare,NO,3530,3523,N
Noreskal_1401905091532,DEF_SPLE,,Other,GENE,YES,Bare,YES,3579,3572,N
Noreskal_1401905096002,INDEF,,ATTR,SPEC,NO,SG,YES,3624,3616,N
Noreskal_1401905098104,INDEF,,ATTR,SPEC,NO,SG,YES,3639,3627,N
Noreskal_1401905110972,INDEF,,Other,GENE,YES,Bare,YES,3999,3991,N
Noreskal_1401905112881,INDEF,NO,Other,GENE,NO,SG,YES,4008,4003,PR
Noreskal_1401905127279,Bare,,ATTR,GENE,NO,Bare,YES,4071,4059,N
Noreskal_1401905130865,Bare,,ATTR,SPEC,NO,Bare,YES,4080,4075,N
Noreskal_1401905136685,Bare,,Other,GENE,YES,Bare,YES,4129,4120,N
Noreskal_1401905139565,Bare,,Other,GENE,NO,Bare,YES,4167,4159,N
Noreskal_1401905143744,Bare,,Other,GENE,NO,Bare,NO,4200,4192,N
Noreskal_1401905145870,Bare,,Other,GENE,NO,Bare,NO,4209,4204,N
Noreskal_1401905156671,INDEF,,SUJ,GENE,NO,PL,YES,4221,4211,N
Noreskal_1401905172662,DEF_SPLE,,TOPIC,GENE,NO,PL,YES,4242,4234,N
Noreskal_1401905183329,Bare,,SUJ,GENE,NO,Bare,NO,4449,4442,N
Noreskal_1401905186721,Bare,,Other,SPEC,YES,Bare,NO,4492,4483,N
Noreskal_1401905196419,INDEF,NO,SUJ,SPEC,NO,SG,YES,4535,4531,PR
Noreskal_1401905199749,Bare,,Other,GENE,YES,Bare,YES,4547,4540,N
Noreskal_1401905203578,DEF_SPLE,,Other,SPEC,YES,Bare,YES,4580,4569,N
Noreskal_1401905208840,Bare,,SUJ,GENE,NO,Bare,NO,4608,4601,N
Noreskal_1401905223228,INDEF,,SUJ,GENE,NO,SG,YES,4851,4844,N
Noreskal_1401905230519,Bare,,OBJ,GENE,NO,Bare,YES,4862,4855,N
Noreskal_1401905245829,DEF_SPLE,,OBJ,GENE,NO,Bare,YES,4938,4931,N
Noreskal_1401905256451,DEF_SPLE,,OBJ,GENE,NO,Bare,YES,5084,5044,N
Noreskal_1401905262878,DEF_SPLE,,Other,GENE,YES,Bare,YES,5084,5070,N
Noreskal_1401905268869,INDEF,,OBJ,GENE,NO,PL,YES,5114,5105,N
Noreskal_1401905270388,INDEF,,OBJ,GENE,NO,PL,YES,5123,5116,N
Noreskal_1401905281592,Bare,,SUJ,GENE,NO,Bare,NO,5178,5168,N
Noreskal_1401905284860,INDEF,,Other,GENE,NO,Bare,YES,5196,5188,N
Noreskal_1401905287157,Bare,NO,SUJ,SPEC,NO,PL,NO,5198,5196,PR
Noreskal_1401905293440,Bare,NO,SUJ,SPEC,NO,SG,NO,5213,5211,PR
Noreskal_1401905300268,INDEF,,ATTR,SPEC,NO,SG,YES,5270,5257,N
Noreskal_1401905306709,Bare,,Other,GENE,YES,Bare,YES,5336,5327,N
Noreskal_1401905325728,Bare,,OBJ,GENE,NO,Bare,YES,5361,5357,N
Noreskal_1401905328546,DEF_SPLE,,SUJ,SPEC,NO,Bare,YES,5378,5370,N
Noreskal_1401905334962,INDEF,,OBJ,SPEC,NO,SG,YES,5435,5419,N
Noreskal_1401905336773,Bare,,Other,GENE,YES,Bare,YES,5435,5429,N
Noreskal_1401905343165,DEF_SPLE,,OBJ,SPEC,NO,SG,NO,5478,5477,N
Noreskal_1401905345789,Bare,NO,Other,SPEC,NO,SG,NO,5459,5457,PR
Noreskal_1401905350333,INDEF,NO,OBJ,GENE,NO,PL,YES,5501,5491,PR
Noreskal_1401905352594,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,5504,5502,PR
Noreskal_1401905357163,INDEF,NO,SUJ,SPEC,NO,SG,NO,5553,5552,PR
Noreskal_1401905362972,Bare,,SUJ,SPEC,NO,Bare,YES,5590,5587,N
Noreskal_1401905367895,Bare,,Other,SPEC,YES,Bare,YES,5611,5607,N
Noreskal_1401905370179,Bare,,Other,SPEC,NO,Bare,NO,5616,5613,N
Noreskal_1401905373095,Bare,,SUJ,SPEC,NO,Bare,NO,5624,5620,N
Noreskal_1401905377639,Bare,,Other,SPEC,YES,Bare,NO,5644,5641,N
Noreskal_1401905392405,DEF_DEM,NO,Other,SPEC,NO,SG,YES,5672,5665,PR
Noreskal_1401905398080,Bare,,Other,SPEC,NO,Bare,YES,5741,5729,N
Noreskal_1401905400280,Bare,,Other,SPEC,NO,Bare,YES,5758,5754,N
Noreskal_1401905406684,DEF_SPLE,,ATTR,GENE,NO,PL,YES,5825,5817,N
Noreskal_1401905409234,DEF_SPLE,,OBJ,SPEC,NO,Bare,NO,5844,5837,N
Noreskal_1401905411567,DEF_SPLE,,ATTR,GENE,NO,PL,YES,5790,5783,N
Noreskal_1401905420097,DEF_SPLE,,OBJ,SPEC,NO,PL,YES,5904,5891,N
Noreskal_1401905422467,DEF_SPLE,,OBJ,SPEC,NO,PL,YES,5927,5905,N
Noreskal_1401905424314,Bare,,Other,GENE,YES,Bare,YES,6048,6045,N
Noreskal_1401905472640,Bare,,ATTR,SPEC,NO,Bare,YES,6083,6069,N
Noreskal_1401905476128,Bare,,Other,GENE,YES,Bare,NO,6083,6080,N
Noreskal_1401905481304,INDEF,,OBJ,SPEC,NO,SG,YES,6161,6144,N
Noreskal_1401905483602,Bare,,Other,GENE,NO,Bare,NO,6161,6158,N
Noreskal_1403124149488,DEF_DEM,NO,SUJ,SPEC,NO,SG,NO,624,622,PR
Noreskal_1403124164527,Bare,,Other,SPEC,NO,Bare,NO,577,560,N
Noreskal_1403129611651,Bare,,Other,GENE,NO,Bare,YES,1615,1608,N
Noreskal_1403130544678,DEF_DEM,NO,Other,GENE,NO,SG,NO,2271,2264,PR
Noreskal_1403130560529,DEF_DEM,NO,OBJ,GENE,NO,SG,YES,2168,2162,PR
Noreskal_1403134546335,Bare,,Other,GENE,NO,Bare,YES,4420,4405,N
Noreskal_1403134552861,Bare,,Other,GENE,NO,Bare,YES,4420,4413,N
Noreskal_1403134597917,Bare,,Other,SPEC,NO,Bare,NO,4009,3991,N
Noreskal_1403134616086,Bare,,Other,GENE,NO,Bare,YES,4410,4405,N
Noreskal_1403135146035,Bare,,Other,GENE,YES,Bare,YES,5093,5087,N
Noreskal_1403135416174,DEF_DEM,NO,Other,SPEC,NO,SG,YES,5210,5203,PR
Noreskal_1403135835042,INDEF,NO,ATTR,GENE,NO,SG,YES,5518,5513,PR
Noreskal_1403136171197,INDEF,NO,SUJ,SPEC,NO,PL,YES,5747,5745,PR
Noreskal_1403136397276,INDEF,,ATTR,SPEC,NO,SG,YES,6048,6030,N
Noreskal_1403136496036,INDEF,NO,SUJ,SPEC,NO,PL,YES,6135,6133,PR
Noreskal_1403181129997,Bare,,ATTR,GENE,NO,Bare,YES,437,430,N
Noreskal_1403181133609,Bare,,ATTR,GENE,NO,Bare,YES,501,492,N
,,,,,,,,,,
Noreskal_1401995706152,DEF_SPLE,,Other,SPEC,NO,Bare,YES,310,297,N
Noreskal_1401995714950,DEF_SPLE,,Other,SPEC,NO,Bare,NO,575,562,N
Noreskal_1401995721319,INDEF,,OBJ,GENE,NO,PL,YES,623,616,N
Noreskal_1401995724210,INDEF,,OBJ,GENE,NO,PL,YES,658,650,N
Noreskal_1401995727382,Bare,NO,SUJ,SPEC,NO,SG,NO,661,659,PR
Noreskal_1401995729642,Bare,NO,Other,NULL,NO,UNK,NO,626,624,PR
Noreskal_1401995742936,Bare,,OBJ,SPEC,NO,Bare,YES,719,706,N
Noreskal_1401995765514,INDEF,,ATTR,SPEC,NO,SG,YES,859,843,N
Noreskal_1401995781298,Bare,,Other,SPEC,YES,Bare,YES,997,989,N
Noreskal_1401995783959,DEF_SPLE,,Other,SPEC,YES,Bare,YES,1015,1002,N
Noreskal_1401995786633,DEF_SPLE,,Other,SPEC,NO,Bare,YES,1028,1017,N
Noreskal_1401995788455,DEF_SPLE,,Other,SPEC,NO,Bare,YES,1040,1030,N
Noreskal_1401995798771,INDEF,,Other,SPEC,NO,SG,YES,1098,1087,N
Noreskal_1401995802902,Bare,,Other,GENE,NO,Bare,NO,1104,1101,N
Noreskal_1401995804931,Bare,,Other,GENE,NO,Bare,NO,1112,1108,N
Noreskal_1401995808274,DEF_SPLE,,SUJ,SPEC,NO,Bare,NO,1155,1144,N
Noreskal_1401995811992,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,1169,1168,PR
Noreskal_1401995813815,DEF_SPLE,,Other,SPEC,NO,PL,YES,1209,1197,N
Noreskal_1401995828787,Bare,,Other,SPEC,NO,Bare,YES,1242,1218,N
Noreskal_1401995853372,INDEF,,Other,SPEC,NO,SG,YES,1242,1224,N
Noreskal_1401995862146,DEF_SPLE,,OBJ,SPEC,NO,Bare,YES,1280,1271,N
Noreskal_1401995866326,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,1264,1263,PR
Noreskal_1401995869036,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,1288,1287,PR
Noreskal_1401995891883,Bare,,Other,GENE,NO,Bare,YES,1304,1299,N
Noreskal_1401995894848,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,1343,1342,PR
Noreskal_1401995896781,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,1351,1350,PR
Noreskal_1401995907584,Bare,,Other,GENE,NO,Bare,YES,1435,1429,N
Noreskal_1401995921935,Bare,,SUJ,GENE,NO,Bare,YES,1551,1548,N
Noreskal_1401995927209,Bare,,SUJ,GENE,NO,Bare,YES,1563,1558,N
Noreskal_1401995936894,Bare,,SUJ,GENE,NO,Bare,YES,1576,1570,N
Noreskal_1401995939810,Bare,NO,SUJ,GENE,NO,PL,YES,1613,1604,PR
Noreskal_1401995943006,Bare,,SUJ,SPEC,NO,Bare,YES,1631,1628,N
Noreskal_1401995947442,DEF_SPLE,,SUJ,SPEC,NO,Bare,YES,1696,1687,N
Noreskal_1401995957552,DEF_SPLE,,SUJ,SPEC,NO,Bare,NO,1759,1750,N
Noreskal_1401995961816,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,1787,1786,PR
Noreskal_1401995965670,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,1820,1819,PR
Noreskal_1401995970700,INDEF,,Other,SPEC,YES,SG,YES,1863,1849,N
Noreskal_1401995989073,INDEF,,Other,SPEC,YES,SG,NO,1882,1873,N
Noreskal_1401995994506,INDEF,,Other,GENE,NO,SG,YES,1894,1887,N
Noreskal_1401995996219,Bare,NO,SUJ,SPEC,NO,SG,NO,1897,1895,PR
Noreskal_1401996001287,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,1925,1924,PR
Noreskal_1401996006718,DEF_SPLE,NO,OBJ,SPEC,YES,SG,NO,1969,1968,PR
Noreskal_1401996009756,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,1991,1990,PR
Noreskal_1401996012356,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,2007,2006,PR
Noreskal_1401996019381,DEF_SPLE,NO,Other,SPEC,YES,SG,NO,2110,2109,PR
Noreskal_1401996021580,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,2122,2121,PR
Noreskal_1401996024873,DEF_SPLE,,SUJ,SPEC,NO,Bare,NO,2151,2140,N
Noreskal_1401996040268,Bare,,Other,GENE,YES,Bare,YES,2256,2251,N
Noreskal_1401996044351,DEF_SPLE,,Other,SPEC,NO,PL,YES,2287,2277,N
Noreskal_1401996047632,DEF_SPLE,,Other,SPEC,YES,Bare,YES,2298,2291,N
Noreskal_1401996050815,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,2321,2320,PR
Noreskal_1401996058361,DEF_SPLE,,Other,SPEC,YES,Bare,YES,2404,2398,N
Noreskal_1401996071264,INDEF,,OBJ,GENE,NO,SG,YES,2454,2443,N
Noreskal_1401996074898,Bare,NO,SUJ,SPEC,NO,SG,NO,2457,2455,PR
